Time,Player,Team,Ball_Y,Nearest_Teammate,Nearest_Opponent,Is_Last_Man,Possession_Kept
123.17,zarion LFT for rlcs,Blue,1810.51,2532.39,356.72,0,0
126.47,Kapp,Orange,2045.97,4102.96,2352.17,0,1
128.41,Kapp,Orange,2556.12,5301.53,640.38,0,1
129.77,TIDE,Orange,2055.36,720.45,414.03,0,0
129.77,zarion LFT for rlcs,Blue,2055.36,589.14,382.31,0,0
129.94,Kapp,Orange,2075.23,353.87,429.91,1,0
133.97,zarion LFT for rlcs,Blue,-522.6,879.04,1798.16,0,0
134.4,TIDE,Orange,-813.87,3200.59,159.8,1,1
135.97,Kapp,Orange,-2360.71,3000.23,321.57,0,0
138.29,.,Blue,1983.85,2911.85,1281.75,0,1
141.52,.,Blue,1329.0,2960.0,2426.96,0,1
144.38,zarion LFT for rlcs,Blue,-928.75,316.8,1996.72,0,1
146.4,zarion LFT for rlcs,Blue,-4149.17,937.19,932.85,1,0
147.44,TIDE,Orange,-4975.74,727.07,1297.15,0,1
150.01,TIDE,Orange,-2836.8,1160.48,753.31,0,1
151.08,TIDE,Orange,-1587.94,1428.21,731.37,1,1
151.95,TIDE,Orange,-178.13,2388.82,751.35,1,0
153.44,zarion LFT for rlcs,Blue,3403.25,1325.43,1185.36,0,1
155.4,zarion LFT for rlcs,Blue,3802.23,5644.54,1268.83,0,0
158.52,TIDE,Orange,-850.94,1442.26,90.46,1,1
160.59,Kapp,Orange,-2526.96,1990.69,1244.02,0,1
162.21,Kapp,Orange,345.02,3004.52,1146.46,1,0
163.79,.,Blue,3022.31,444.34,135.9,0,1
163.92,zarion LFT for rlcs,Blue,3213.59,206.63,74.96,0,1
167.18,.,Blue,3578.62,1292.11,815.92,0,0
167.55,TIDE,Orange,3578.62,2483.53,316.43,1,0
168.01,zarion LFT for rlcs,Blue,3578.62,1430.76,303.53,0,0
170.22,Kapp,Orange,-444.5,6366.77,749.18,0,1
173.69,TIDE,Orange,2114.34,3603.61,444.17,1,0
173.79,zarion LFT for rlcs,Blue,2221.0,3246.24,346.42,0,1
176.03,.,Blue,3958.69,580.07,494.83,0,0
177.47,Kapp,Orange,3106.03,2607.96,899.07,0,1
178.63,TIDE,Orange,4125.5,2084.29,660.96,0,0
178.77,zarion LFT for rlcs,Blue,4399.4,2055.0,451.4,0,0
190.98,TIDE,Orange,-24.86,1356.97,348.04,0,0
190.98,.,Blue,-24.86,1058.14,348.04,0,0
192.47,Kapp,Orange,790.18,1064.24,493.05,1,0
192.97,zarion LFT for rlcs,Blue,1727.95,1318.77,176.1,0,1
204.19,.,Blue,0.0,1029.68,583.82,0,0
204.23,TIDE,Orange,-21.27,1398.14,380.56,0,1
205.16,Kapp,Orange,-1173.34,1108.91,1592.0,0,1
207.56,Kapp,Orange,2052.62,1906.15,707.29,1,0
207.73,zarion LFT for rlcs,Blue,2437.15,2408.09,436.97,0,1
218.88,zarion LFT for rlcs,Blue,0.0,1113.68,516.38,0,0
218.94,Kapp,Orange,-58.24,2310.83,321.92,0,1
219.61,TIDE,Orange,-1179.98,1058.29,983.27,0,0
222.54,.,Blue,4321.04,2491.75,2755.04,0,0
224.31,TIDE,Orange,3188.93,2867.6,444.45,1,0
225.99,.,Blue,3124.34,2133.88,455.65,0,0
226.06,Kapp,Orange,3082.02,687.7,336.04,0,0
231.66,zarion LFT for rlcs,Blue,735.35,537.04,721.26,0,1
236.1,.,Blue,-2891.49,2793.08,704.34,1,0
236.26,Kapp,Orange,-3074.07,898.68,300.85,0,0
238.24,.,Blue,-1531.14,1215.6,656.76,0,0
238.37,TIDE,Orange,-1455.1,924.3,311.77,0,0
240.41,zarion LFT for rlcs,Blue,1248.45,946.55,1123.06,0,1
241.68,zarion LFT for rlcs,Blue,1405.23,1179.28,1493.58,0,0
243.76,TIDE,Orange,459.29,196.56,764.99,0,0
246.21,.,Blue,4367.36,2960.78,3591.35,0,0
247.62,Kapp,Orange,3874.67,2768.16,373.83,1,1
250.53,TIDE,Orange,413.83,2982.8,515.3,0,0
250.73,zarion LFT for rlcs,Blue,298.93,806.77,112.18,0,1
252.37,.,Blue,-475.8,1015.15,874.15,0,0
252.97,TIDE,Orange,-1765.07,1098.4,288.78,0,0
254.07,.,Blue,-3937.06,2563.72,255.9,1,1
255.02,.,Blue,-4374.69,3181.37,906.54,1,0
255.6,TIDE,Orange,-4873.41,741.88,692.15,0,1
259.18,TIDE,Orange,-3004.18,1577.58,1925.84,0,1
260.99,TIDE,Orange,-988.43,2015.45,744.13,0,0
261.99,zarion LFT for rlcs,Blue,147.13,1423.14,327.02,0,0
263.4,TIDE,Orange,1556.95,821.84,436.58,0,0
265.49,.,Blue,4455.53,2715.11,252.37,0,1
267.49,.,Blue,4392.89,2032.19,565.95,0,0
267.62,TIDE,Orange,4145.07,542.29,340.99,1,1
268.46,Kapp,Orange,2383.78,666.54,395.36,0,0
269.53,.,Blue,1112.0,388.84,208.01,0,1
271.53,zarion LFT for rlcs,Blue,1072.13,894.62,1014.65,0,1
272.84,zarion LFT for rlcs,Blue,451.48,786.52,942.95,0,0
274.26,Kapp,Orange,-277.29,1900.51,78.2,0,0
280.91,zarion LFT for rlcs,Blue,3894.13,1038.53,2806.99,0,1
285.38,zarion LFT for rlcs,Blue,-4650.05,2991.72,300.42,1,0
285.51,TIDE,Orange,-4906.07,371.28,410.14,0,1
286.63,Kapp,Orange,-4756.42,1685.0,1287.58,0,0
288.21,.,Blue,-1369.66,899.91,998.07,0,1
289.95,.,Blue,1153.14,533.29,513.61,0,1
291.82,.,Blue,1123.14,473.57,1005.08,0,1
293.04,.,Blue,374.69,675.52,1212.35,0,1
294.02,zarion LFT for rlcs,Blue,-251.03,156.14,1171.81,0,0
294.19,Kapp,Orange,-670.45,2251.51,422.25,0,0
295.57,zarion LFT for rlcs,Blue,915.97,1201.48,985.55,0,1
297.95,.,Blue,3082.81,2229.64,688.98,0,0
302.42,Kapp,Orange,3503.9,289.14,266.04,1,0
304.98,.,Blue,4600.76,3118.52,1670.38,0,1
305.81,.,Blue,3840.93,2101.74,579.44,0,0
305.92,TIDE,Orange,3750.16,2271.33,258.29,1,0
310.02,zarion LFT for rlcs,Blue,2769.0,1597.08,3489.1,0,1
312.03,zarion LFT for rlcs,Blue,352.66,830.99,1847.5,0,0
312.6,Kapp,Orange,-343.84,2922.47,345.73,0,0
314.11,zarion LFT for rlcs,Blue,-2107.43,922.29,1788.11,1,1
316.28,.,Blue,-3761.43,831.21,344.07,0,0
317.33,TIDE,Orange,-4938.65,704.25,665.33,0,0
319.6,zarion LFT for rlcs,Blue,-4248.86,472.73,550.14,1,1
321.78,zarion LFT for rlcs,Blue,-3174.63,1844.53,796.78,1,0
323.73,TIDE,Orange,-1737.02,1874.55,1031.05,0,0
325.43,.,Blue,16.27,449.69,1177.0,0,1
326.85,.,Blue,-225.81,1664.37,365.32,0,0
326.92,Kapp,Orange,-225.34,589.73,145.13,0,1
328.87,Kapp,Orange,1765.83,1689.26,583.79,1,0
330.97,zarion LFT for rlcs,Blue,4997.36,3388.11,1308.05,0,1
333.14,zarion LFT for rlcs,Blue,3067.34,2054.37,915.78,0,1
334.26,zarion LFT for rlcs,Blue,1641.43,1455.21,685.74,0,0
336.54,TIDE,Orange,-1960.09,622.6,462.56,0,0
340.58,.,Blue,4974.22,4028.45,802.46,0,0
340.74,TIDE,Orange,4876.77,4269.54,264.51,1,0
342.21,.,Blue,3461.08,2595.52,748.08,0,0
343.26,Kapp,Orange,1522.15,1407.49,598.01,0,0
343.49,.,Blue,1162.69,1050.84,286.6,0,0
344.9,Kapp,Orange,-723.53,2823.93,430.94,0,0
345.0,zarion LFT for rlcs,Blue,-814.71,800.77,317.69,0,1
362.76,.,Blue,47.12,1083.79,540.15,0,0
362.79,TIDE,Orange,86.7,2427.7,341.72,0,0
366.71,zarion LFT for rlcs,Blue,3276.68,2550.13,3308.1,0,0
369.24,TIDE,Orange,-2727.56,2263.41,1364.55,0,0
369.64,.,Blue,-3241.1,2372.41,418.79,1,1
372.06,zarion LFT for rlcs,Blue,-3355.72,1597.59,872.34,0,0
372.4,Kapp,Orange,-3558.37,2029.14,236.9,0,0
9.59,clankaシ,Blue,-30.18,1473.92,4301.81,1,0
12.32,zarion LFT for rlcs,Orange,-4154.91,4908.76,512.2,0,1
14.09,Rosé,Orange,-4992.74,1026.3,862.05,0,1
15.59,zarion LFT for rlcs,Orange,-3431.6,1196.94,2595.92,1,1
17.53,Rosé,Orange,-1532.72,747.85,3235.12,1,1
19.0,Rosé,Orange,899.52,3461.13,911.03,1,0
20.9,clankaシ,Blue,4673.83,2342.21,1067.63,0,0
24.5,Rosé,Orange,2859.08,2125.18,2064.52,1,0
26.33,TIDE,Blue,2934.1,2239.75,32.2,1,0
28.1,Rosé,Orange,4005.08,4267.55,211.28,1,0
29.97,clankaシ,Blue,3848.67,1028.99,994.8,1,0
31.3,zarion LFT for rlcs,Orange,399.7,4150.0,1245.27,0,1
35.74,zarion LFT for rlcs,Orange,-4098.33,1906.38,4559.57,0,1
36.84,zarion LFT for rlcs,Orange,-3284.52,3148.45,3023.16,0,1
38.1,zarion LFT for rlcs,Orange,-1987.32,2300.64,2573.38,0,0
40.57,clankaシ,Blue,1257.02,3154.83,120.69,1,1
42.44,TIDE,Blue,4514.09,6620.99,551.42,0,1
44.94,TIDE,Blue,1236.7,199.61,1546.26,0,0
56.74,Rosé,Orange,0.0,1502.21,645.13,1,0
56.77,TIDE,Blue,15.51,1401.95,447.69,0,0
58.8,zarion LFT for rlcs,Orange,231.58,933.36,1818.45,1,1
61.12,zarion LFT for rlcs,Orange,197.4,4133.33,2917.14,1,1
62.62,zarion LFT for rlcs,Orange,-2329.28,2276.84,1206.6,1,1
64.08,zarion LFT for rlcs,Orange,-4744.53,790.92,2686.68,0,1
67.69,Rosé,Orange,2758.81,2551.48,1041.95,1,1
82.57,zarion LFT for rlcs,Orange,0.0,1360.44,687.96,1,0
82.7,clankaシ,Blue,37.32,1060.27,306.51,0,0
83.44,Rosé,Orange,-256.27,1964.15,261.22,0,0
83.64,TIDE,Blue,-135.09,397.32,169.87,0,1
85.6,TIDE,Blue,912.16,1346.5,456.57,0,0
85.83,Rosé,Orange,978.31,4331.0,265.78,0,1
88.36,Rosé,Orange,3126.84,4223.77,1714.66,1,0
89.56,clankaシ,Blue,4365.19,663.66,487.51,0,1
90.06,TIDE,Blue,4882.64,691.8,552.18,0,0
90.49,Rosé,Orange,4961.59,1773.23,246.24,1,1
91.53,zarion LFT for rlcs,Orange,4655.07,500.09,577.06,0,1
101.19,Rosé,Orange,45.07,1429.05,509.78,0,0
101.22,TIDE,Blue,5.08,1396.1,267.32,0,1
104.67,clankaシ,Blue,-2096.32,438.68,671.78,0,0
105.77,zarion LFT for rlcs,Orange,-4000.88,649.12,133.63,0,1
107.67,Rosé,Orange,-3416.19,611.6,525.51,0,0
107.73,TIDE,Blue,-3401.26,1068.82,302.6,0,0
111.13,zarion LFT for rlcs,Orange,-5017.59,1229.51,1417.72,0,0
112.6,TIDE,Blue,-3850.61,2208.34,642.71,0,0
112.73,zarion LFT for rlcs,Orange,-3815.16,1611.44,379.3,0,1
113.83,Rosé,Orange,-4074.94,1398.31,1989.45,0,1
116.21,Rosé,Orange,-2705.73,3697.24,1455.43,0,1
117.44,Rosé,Orange,-1538.61,3294.85,604.46,0,1
118.55,Rosé,Orange,-37.86,1718.35,1481.27,0,0
120.78,TIDE,Blue,4753.31,1058.33,947.78,0,0
123.38,zarion LFT for rlcs,Orange,3814.8,2265.11,647.85,1,0
123.51,clankaシ,Blue,4065.23,838.71,365.58,0,1
125.98,clankaシ,Blue,3736.1,983.72,541.8,0,0
126.21,zarion LFT for rlcs,Orange,3464.89,2112.93,153.31,1,0
128.48,TIDE,Blue,561.83,3442.22,633.93,0,0
129.95,Rosé,Orange,-3978.37,328.79,1069.9,0,0
131.92,clankaシ,Blue,-3549.06,1918.7,391.87,0,1
143.24,TIDE,Blue,0.0,1773.56,551.81,0,0
143.3,Rosé,Orange,-133.7,1348.62,395.35,0,1
144.28,zarion LFT for rlcs,Orange,-3084.75,1053.81,1300.25,0,0
146.79,clankaシ,Blue,2910.95,2992.48,1559.2,0,0
149.03,Rosé,Orange,769.27,371.71,2113.73,0,0
150.93,TIDE,Blue,-511.36,2072.95,2140.12,0,0
152.59,zarion LFT for rlcs,Orange,-2523.11,1602.8,613.39,0,0
152.73,TIDE,Blue,-2556.9,866.13,127.16,0,1
154.76,clankaシ,Blue,-2169.29,595.73,723.79,0,0
154.89,zarion LFT for rlcs,Orange,-2457.81,3568.17,443.26,0,0
157.1,clankaシ,Blue,-5010.35,3107.91,1637.57,0,0
158.2,Rosé,Orange,-4630.35,138.0,165.22,0,0
161.16,TIDE,Blue,1027.94,1628.93,238.37,0,0
163.23,zarion LFT for rlcs,Orange,4435.08,1575.92,344.61,1,0
164.52,TIDE,Blue,4661.54,1746.83,551.9,0,1
166.05,clankaシ,Blue,3192.87,300.43,1485.9,0,1
167.72,clankaシ,Blue,523.86,1325.84,664.75,0,1
169.02,clankaシ,Blue,-2169.42,1740.75,855.93,0,1
180.33,clankaシ,Blue,-35.61,1398.33,1263.94,0,0
182.73,zarion LFT for rlcs,Orange,-4443.41,1956.33,1107.83,0,0
184.33,clankaシ,Blue,-4989.63,2313.67,1321.33,0,1
185.44,clankaシ,Blue,-4401.35,1177.79,333.77,0,0
185.67,Rosé,Orange,-4245.28,429.72,186.39,0,1
187.17,zarion LFT for rlcs,Orange,-2311.18,524.76,1144.55,0,1
189.0,Rosé,Orange,175.41,735.7,1836.91,0,0
191.03,TIDE,Blue,4794.08,650.5,1185.56,0,1
194.21,clankaシ,Blue,1253.74,1763.03,1086.83,0,0
195.94,zarion LFT for rlcs,Orange,-2326.23,707.32,1257.42,0,1
198.5,zarion LFT for rlcs,Orange,24.93,1170.24,1839.13,0,0
200.04,clankaシ,Blue,1607.11,3494.66,160.75,0,1
201.8,TIDE,Blue,4693.13,2065.23,2417.98,0,0
202.94,zarion LFT for rlcs,Orange,3898.83,1861.7,451.41,1,1
205.05,zarion LFT for rlcs,Orange,668.57,698.54,673.02,0,0
205.41,TIDE,Blue,283.02,1377.87,179.21,0,0
206.98,Rosé,Orange,-3341.06,1865.37,321.1,0,0
207.91,TIDE,Blue,-4881.73,2829.94,273.96,0,1
209.98,clankaシ,Blue,-3589.68,906.69,604.65,0,0
223.5,Rosé,Orange,0.0,1468.37,470.37,0,0
223.54,TIDE,Blue,21.84,1484.29,470.37,0,0
224.37,zarion LFT for rlcs,Orange,170.52,267.44,492.25,0,1
227.7,zarion LFT for rlcs,Orange,3243.03,3628.13,1019.06,1,0
229.77,clankaシ,Blue,4901.45,382.74,1743.99,0,1
230.77,clankaシ,Blue,4443.51,614.09,1131.42,0,0
232.71,zarion LFT for rlcs,Orange,1848.3,805.82,322.72,1,0
234.61,clankaシ,Blue,-1873.73,408.83,506.44,0,0
236.31,Rosé,Orange,-4417.05,776.7,320.24,0,0
238.91,TIDE,Blue,-3709.6,1842.82,1405.29,0,0
240.31,zarion LFT for rlcs,Orange,-4539.4,567.96,1727.05,0,0
243.25,clankaシ,Blue,-911.09,1491.28,525.66,0,1
245.82,clankaシ,Blue,4450.03,233.5,226.54,0,0
246.22,zarion LFT for rlcs,Orange,4762.6,3656.46,118.52,1,1
248.1,zarion LFT for rlcs,Orange,4735.25,2713.23,283.88,1,1
251.43,Rosé,Orange,537.51,550.94,1731.38,0,1
253.6,Rosé,Orange,1221.52,533.21,953.36,0,1
254.93,Rosé,Orange,2296.58,1209.44,1705.99,1,0
256.46,TIDE,Blue,3544.8,1291.42,432.68,0,0
256.66,Rosé,Orange,3694.18,500.24,178.94,1,0
259.41,clankaシ,Blue,3959.46,468.82,433.07,0,0
259.54,zarion LFT for rlcs,Orange,3680.35,635.27,221.09,1,1
261.1,Rosé,Orange,-67.11,514.79,725.63,0,1
261.2,zarion LFT for rlcs,Orange,-280.37,328.55,614.71,0,1
264.18,Rosé,Orange,-5020.79,1759.02,535.37,0,0
265.28,clankaシ,Blue,-4204.7,1406.23,235.12,0,0
265.35,Rosé,Orange,-4129.97,869.7,179.22,0,0
267.73,TIDE,Blue,-2484.46,530.14,1743.14,0,0
268.87,zarion LFT for rlcs,Orange,-4529.69,144.23,1022.91,0,1
271.08,zarion LFT for rlcs,Orange,-1830.94,1114.8,1612.88,0,1
274.25,zarion LFT for rlcs,Orange,3581.24,1713.82,439.07,1,0
274.42,TIDE,Blue,3817.25,1014.54,289.12,0,0
278.14,Rosé,Orange,3047.66,3503.82,1157.78,0,1
279.61,Rosé,Orange,4221.79,3801.9,1393.91,1,1
280.35,Rosé,Orange,4878.21,2677.97,272.62,1,0
280.61,TIDE,Blue,5207.62,1022.21,351.34,0,0
298.57,zarion LFT for rlcs,Orange,0.0,1468.74,532.18,0,0
298.64,clankaシ,Blue,97.3,1149.39,387.72,0,1
300.72,TIDE,Blue,1611.97,1686.8,649.3,0,0
301.82,zarion LFT for rlcs,Orange,2028.38,700.91,190.5,1,1
304.23,zarion LFT for rlcs,Orange,3346.88,1712.48,1389.38,1,0
305.27,TIDE,Blue,3963.16,2034.84,598.95,0,0
305.53,zarion LFT for rlcs,Orange,3969.57,2402.11,178.81,1,0
308.15,TIDE,Blue,3471.67,1779.23,937.02,0,1
310.17,TIDE,Blue,1417.1,1053.19,408.18,0,0
311.21,Rosé,Orange,-307.57,1494.07,474.81,0,0
313.13,clankaシ,Blue,-2249.05,1249.07,738.24,0,0
313.26,Rosé,Orange,-2577.94,1454.72,348.36,0,0
316.01,clankaシ,Blue,-4494.91,1559.38,304.0,0,0
316.01,zarion LFT for rlcs,Orange,-4494.91,137.34,331.16,0,0
319.45,TIDE,Blue,-2043.85,591.99,1098.24,0,0
321.13,zarion LFT for rlcs,Orange,-5020.53,1668.89,862.75,0,1
322.6,zarion LFT for rlcs,Orange,-3337.88,2280.08,900.99,0,0
324.88,TIDE,Blue,1326.24,239.9,464.54,0,0
324.94,zarion LFT for rlcs,Orange,1396.77,1817.51,323.28,0,1
327.66,Rosé,Orange,-485.66,1223.07,407.32,0,0
327.76,clankaシ,Blue,-585.91,1468.15,207.97,0,1
331.69,clankaシ,Blue,-4441.26,2417.14,1104.53,0,0
332.93,Rosé,Orange,-4975.88,514.13,730.65,0,1
334.97,Rosé,Orange,-4466.81,856.03,481.07,0,0
339.42,TIDE,Blue,2564.94,1324.79,944.52,0,0
339.65,zarion LFT for rlcs,Orange,2321.05,2782.1,334.73,1,0
342.03,TIDE,Blue,73.46,893.74,470.78,0,0
342.74,zarion LFT for rlcs,Orange,-1115.6,1551.38,132.76,0,1
343.65,Rosé,Orange,-2812.45,618.0,1063.65,0,0
345.32,clankaシ,Blue,146.22,1961.11,779.77,0,0
347.1,zarion LFT for rlcs,Orange,862.9,205.74,220.34,0,1
351.59,Rosé,Orange,1400.69,1715.35,659.98,0,1
352.87,Rosé,Orange,2806.44,3114.09,1283.99,1,0
353.61,clankaシ,Blue,3928.6,854.69,367.33,0,1
354.14,TIDE,Blue,4898.33,783.71,463.1,0,1
356.22,TIDE,Blue,4467.68,1051.6,1939.02,0,1
356.49,clankaシ,Blue,4208.11,660.02,3192.55,0,1
357.79,TIDE,Blue,2683.67,1422.25,2725.86,0,0
360.27,zarion LFT for rlcs,Orange,-3324.99,718.27,1345.03,0,1
362.01,zarion LFT for rlcs,Orange,-559.79,1108.21,951.78,0,1
366.2,zarion LFT for rlcs,Orange,-2939.23,1202.71,1670.83,0,1
368.58,Rosé,Orange,555.43,1373.91,890.82,0,0
369.92,TIDE,Blue,3909.62,361.19,1574.03,0,1
371.73,TIDE,Blue,1275.54,238.42,158.61,0,0
372.37,Rosé,Orange,369.96,893.43,115.39,0,1
372.77,zarion LFT for rlcs,Orange,-432.72,96.79,282.64,0,0
373.17,clankaシ,Blue,-1223.22,315.36,450.52,0,0
373.61,zarion LFT for rlcs,Orange,-2019.52,211.63,439.6,0,1
376.15,zarion LFT for rlcs,Orange,-4184.94,135.78,2372.5,0,1
377.72,zarion LFT for rlcs,Orange,-2863.68,719.87,1199.01,0,0
380.9,clankaシ,Blue,595.29,1344.51,815.78,0,1
381.78,clankaシ,Blue,-614.43,45.99,881.4,0,1
383.23,clankaシ,Blue,-3116.77,1339.61,680.37,0,0
384.41,Rosé,Orange,-5100.11,848.26,105.11,0,1
387.29,Rosé,Orange,-4133.77,1913.09,1585.2,0,0
388.1,clankaシ,Blue,-2997.63,926.36,358.19,0,1
390.37,clankaシ,Blue,-3794.96,1862.65,1512.84,0,0
391.78,Rosé,Orange,-4919.78,394.04,660.52,0,1
394.42,zarion LFT for rlcs,Orange,-5018.98,677.16,1015.8,0,0
11.03,Sik.,Blue,49.82,1282.91,449.7,0,0
11.98,no friday rlcs streams :(,Orange,2799.65,4901.44,1455.68,1,0
13.91,sxnityy.,Blue,-995.31,1807.1,1189.54,1,0
16.55,Deeyko,Orange,254.32,534.19,830.28,0,0
16.85,Sik.,Blue,97.39,5784.81,105.97,1,0
19.12,Deeyko,Orange,-1186.42,4632.0,4646.36,0,1
20.42,Deeyko,Orange,-2315.45,2729.99,3753.25,0,0
22.45,sxnityy.,Blue,-4656.93,3806.83,484.32,1,0
24.21,no friday rlcs streams :(,Orange,-4707.28,1913.56,410.55,1,0
24.28,Sik.,Blue,-4781.8,637.27,334.66,0,1
25.97,sxnityy.,Blue,-4041.26,353.47,545.02,1,0
28.34,no friday rlcs streams :(,Orange,67.57,446.02,166.92,0,0
29.6,Sik.,Blue,150.06,1353.83,410.05,1,1
30.99,Sik.,Blue,-65.3,1701.6,1597.81,1,1
32.71,Sik.,Blue,-532.3,3436.94,3167.98,0,0
36.68,Deeyko,Orange,-1090.04,1644.32,1100.88,1,0
40.75,Sik.,Blue,-1268.09,1390.6,361.44,0,0
43.05,Deeyko,Orange,4319.81,6442.94,2146.57,1,0
45.79,sxnityy.,Blue,-108.84,5392.48,352.47,1,1
47.35,Sik.,Blue,1416.75,1951.98,884.31,0,0
48.4,no friday rlcs streams :(,Orange,3715.99,7259.89,3450.69,1,1
51.11,no friday rlcs streams :(,Orange,4084.51,6295.84,677.41,1,0
51.31,Sik.,Blue,4007.61,4238.95,247.27,0,1
52.69,sxnityy.,Blue,2336.21,2373.68,1771.06,1,0
54.08,Deeyko,Orange,4979.51,1010.01,1676.89,1,0
56.34,sxnityy.,Blue,3325.79,1893.06,874.71,0,1
58.2,sxnityy.,Blue,4270.04,2562.39,1305.65,0,0
60.33,Deeyko,Orange,4630.51,288.31,845.68,0,1
60.39,no friday rlcs streams :(,Orange,4641.88,257.92,838.69,1,0
63.28,Sik.,Blue,2840.75,1287.61,2578.31,0,1
64.19,Sik.,Blue,3239.05,3153.17,1350.96,0,0
64.63,no friday rlcs streams :(,Orange,3470.87,2206.71,336.61,1,0
67.1,sxnityy.,Blue,608.32,3332.91,428.64,1,1
69.8,sxnityy.,Blue,1989.16,2637.44,903.81,0,1
71.16,sxnityy.,Blue,2899.46,4955.63,2284.8,0,0
72.41,Deeyko,Orange,3795.23,1229.5,254.65,0,0
74.77,Sik.,Blue,-2173.19,6901.78,1159.43,1,1
75.82,Sik.,Blue,-3794.5,7574.86,2665.31,1,1
77.14,Sik.,Blue,-4374.85,5210.81,3654.13,1,1
78.42,Sik.,Blue,-3815.62,1900.75,704.79,1,0
78.56,no friday rlcs streams :(,Orange,-3789.93,8068.95,325.43,0,0
80.12,sxnityy.,Blue,-4903.21,2469.98,719.35,1,1
82.38,sxnityy.,Blue,-3265.84,2928.07,340.17,0,0
82.41,no friday rlcs streams :(,Orange,-3247.7,3167.61,340.17,0,0
84.54,Sik.,Blue,-1365.87,2567.21,473.12,1,0
84.68,no friday rlcs streams :(,Orange,-1199.9,3406.14,366.16,0,1
88.26,Deeyko,Orange,-1673.59,2354.98,2216.95,0,1
89.65,Deeyko,Orange,-3334.25,3482.38,2290.63,0,0
90.63,sxnityy.,Blue,-3648.25,1602.64,533.27,0,0
94.02,no friday rlcs streams :(,Orange,2476.47,851.56,744.88,1,0
96.32,Sik.,Blue,4174.86,1482.84,731.3,0,0
96.83,Deeyko,Orange,4217.26,952.6,171.77,0,1
97.87,no friday rlcs streams :(,Orange,4315.75,1500.19,612.65,1,1
99.74,no friday rlcs streams :(,Orange,1067.47,1536.51,2663.55,1,1
101.7,no friday rlcs streams :(,Orange,-2890.94,1524.02,1259.25,1,0
102.24,sxnityy.,Blue,-3971.86,3135.41,465.05,1,0
102.41,no friday rlcs streams :(,Orange,-4071.61,388.04,410.4,1,0
103.69,Sik.,Blue,-4274.21,1008.39,929.28,0,1
105.45,Sik.,Blue,-3046.03,1685.17,1670.09,0,1
107.56,Sik.,Blue,-179.91,1186.85,2322.14,0,0
128.35,Deeyko,Orange,0.0,928.78,457.96,0,0
128.39,sxnityy.,Blue,1.6,1782.14,309.46,0,0
130.19,no friday rlcs streams :(,Orange,-2286.26,1732.12,801.51,0,0
130.62,Sik.,Blue,-3503.96,2723.76,501.79,1,1
133.62,Sik.,Blue,-2564.91,2606.84,171.55,1,0
136.41,Deeyko,Orange,2306.84,850.33,744.74,0,1
137.29,Deeyko,Orange,2808.15,1785.77,796.61,0,0
137.83,Sik.,Blue,2918.48,1288.3,170.04,0,1
139.39,Sik.,Blue,4690.73,1528.87,1123.44,0,0
140.1,no friday rlcs streams :(,Orange,5024.83,1405.07,861.55,1,1
141.93,no friday rlcs streams :(,Orange,3353.77,1728.35,821.38,0,0
142.34,sxnityy.,Blue,2521.29,1318.96,527.93,0,1
144.37,sxnityy.,Blue,2730.13,3927.13,899.85,0,1
145.05,sxnityy.,Blue,3636.4,6148.15,677.96,0,0
147.89,Deeyko,Orange,3561.84,301.42,1195.26,0,1
148.74,Deeyko,Orange,2495.75,956.29,1744.6,0,0
149.15,Sik.,Blue,1769.97,2147.16,269.64,0,0
151.48,no friday rlcs streams :(,Orange,5029.28,2237.34,151.03,1,1
154.59,no friday rlcs streams :(,Orange,4251.58,637.35,2218.16,0,1
156.99,no friday rlcs streams :(,Orange,683.78,2921.89,856.85,0,0
158.68,sxnityy.,Blue,-1622.61,868.05,478.01,0,1
160.56,sxnityy.,Blue,-2001.51,613.79,1829.2,0,1
162.19,Sik.,Blue,-283.31,924.79,1237.39,0,0
164.55,no friday rlcs streams :(,Orange,4419.5,4474.85,2044.88,1,1
167.19,no friday rlcs streams :(,Orange,3277.73,5283.49,3008.94,1,1
168.01,no friday rlcs streams :(,Orange,1880.81,4278.51,1454.01,1,1
169.43,no friday rlcs streams :(,Orange,-800.61,149.47,166.57,0,0
171.42,Sik.,Blue,-4413.34,3928.13,486.04,1,0
171.52,no friday rlcs streams :(,Orange,-4432.43,1104.71,349.59,0,0
174.6,sxnityy.,Blue,-2645.49,821.16,2485.04,0,1
176.6,sxnityy.,Blue,-487.27,2022.04,1695.57,0,1
177.82,sxnityy.,Blue,1616.36,1337.57,895.29,0,0
178.5,no friday rlcs streams :(,Orange,2837.21,317.22,228.58,0,1
182.12,no friday rlcs streams :(,Orange,4420.77,2613.14,2982.37,1,0
183.23,Sik.,Blue,3976.93,3600.97,311.71,0,0
183.54,Deeyko,Orange,4517.88,860.72,418.81,1,0
185.8,sxnityy.,Blue,2785.04,2745.7,273.22,0,1
187.91,sxnityy.,Blue,4024.15,2580.22,1181.22,0,0
190.04,Deeyko,Orange,4500.33,616.94,567.55,0,1
192.5,Deeyko,Orange,3752.84,2035.02,1360.59,0,0
193.89,Sik.,Blue,3390.22,3239.37,317.61,0,1
195.08,Sik.,Blue,4635.5,2582.85,1076.16,0,1
197.04,sxnityy.,Blue,4212.65,1375.87,647.36,0,1
212.0,Sik.,Blue,0.0,1415.43,355.17,0,0
